080916009 16   26.288   28.948 COMP 0.0198 0.0045 -1.093 0.066  ---   ---    507.00  133.00    ---    ---    394.55 360    7.0113   1.2     1.3273E-06 1.8E-07
080916009 17   28.948   31.730 COMP 0.0122 0.0025 -1.117 0.057  ---   ---    955.20  349.00    ---    ---    363.14 360    4.8843   0.82    1.1017E-06 1.6E-07
080916009 18   31.730   35.075 COMP 0.0194 0.0053 -1.060 0.073  ---   ---    356.90   77.40    ---    ---    414.26 360    6.1631   1.2     1.0221E-06 1.7E-07
080916009 19   35.075   38.517 COMP 0.0151 0.0029 -1.034 0.062  ---   ---    690.50  187.00    ---    ---    407.55 360    5.4798   0.80    1.2319E-06 1.5E-07
080916009 20   38.517   43.426 COMP 0.0119 0.0024 -1.026 0.065  ---   ---    672.50  186.00    ---    ---    405.41 360    4.2752   0.66    9.5987E-07 1.2E-07
080916009 21   43.426   47.931 COMP 0.0143 0.0036 -0.840 0.080  ---   ---    399.90   74.20    ---    ---    424.88 360    3.9500   0.73    8.1782E-07 1.3E-07
080916009 22   47.931   57.730 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
080916009 23   57.730   64.794 COMP 0.0090 0.0034 -1.048 0.088  ---   ---    312.70   74.10    ---    ---    409.93 360    2.7108   0.82    4.2255E-07 1.2E-07
080916009 24   64.794   87.040 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  1   -1.024    0.792 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  2    0.792    1.224 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  3    1.224    1.473 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  4    1.473    1.666 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  5    1.666    1.831 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  6    1.831    1.965 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  7    1.965    2.076 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  8    2.076    2.176 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140  9    2.176    2.274 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 10    2.274    2.372 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 11    2.372    2.471 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 12    2.471    2.560 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 13    2.560    2.657 PL   0.0720 0.0282 -1.839 0.029  ---   ---      ---     ---     ---    ---    547.97 359   57.826   23.0     5.4264E-06 2.1E-06
081009140 14    2.657    2.746 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 15    2.746    2.825 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 16    2.825    2.906 PL   0.0696 0.0252 -1.747 0.028  ---   ---      ---     ---     ---    ---    512.24 359   50.290   19.0     5.4266E-06 2.0E-06
081009140 17    2.906    2.992 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 18    2.992    3.085 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 19    3.085    3.182 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 20    3.182    3.281 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 21    3.281    3.392 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 22    3.392    3.507 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 23    3.507    3.628 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 24    3.628    3.747 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 25    3.747    3.864 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 26    3.864    3.978 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 27    3.978    4.099 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 28    4.099    4.223 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 29    4.223    4.346 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 30    4.346    4.474 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 31    4.474    4.595 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 32    4.595    4.714 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 33    4.714    4.839 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 34    4.839    4.979 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 35    4.979    5.125 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 36    5.125    5.278 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 37    5.278    5.444 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 38    5.444    5.629 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 39    5.629    5.863 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 40    5.863    6.106 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 41    6.106    6.362 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 42    6.362    6.656 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 43    6.656    6.993 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 44    6.993    7.488 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 45    7.488   11.264 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 46   32.768   39.934 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 47   39.934   40.696 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 48   40.696   41.290 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 49   41.290   41.769 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 50   41.769   42.236 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 51   42.236   42.708 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 52   42.708   43.272 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 53   43.272   43.858 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 54   43.858   44.496 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 55   44.496   45.512 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 56   45.512   47.246 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081009140 57   47.246   55.296 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
081124060  1   -3.072    1.751 none ---    ---     ---   ---    ---   ---      ---     ---     ---    ---      ---    -    ---      ---              -       -
